Місто,Район,Вулиця,ЖК,Клас ЖК,Однокімнатні квартири,Площа від,Ціна за м2 в грн,Ціна за м2 в дол,Двохкімнатні квартири,Площа від,Ціна за м2 в грн,Ціна за м2 в дол,Трьохкімнатні квартири,Площа від,Ціна за м2 в грн,Ціна за м2 в дол,Рік побудування,Метро,Навчальні заклади,Лікарня,"ТЦ, ринок, магазини",Паркові зони,Транспортна розв'язка,Школа,Дитячий садок,URL
Київ,метро Лук'янівська,Шевченківський,ЖК Багговутівській,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Лук'янівська 16 хв Дорогожичі 28 хв Тараса Шевченка 32 хв ,"1 хв Навчальний центр ""AIR Academy""","2 хв Інститут вертебрології та реабілітації 4 хв Психологічний Центр Ноу_Хау психотерапевта Гарницької А.С. 4 хв Амбулаторія №5, КНП ""ЦПМСД №2"" Шевченківського району","3 хв Магазин оптики ""Fielmann"" 5 хв Експрес Манікюр 6 хв Торговий центр ""Променада центр""",3 хв Парк на території  ПАГ 8 хв Парк Котляревського,3 хв За Вимогою 3 хв вул. Багговутівська 4 хв пр. Делегатський,6 хв Школа І-ІІІ ступенів № 1 Шевченківського району м.Києва,,https://dom.ria.com/uk/novostroyka-zhk-baggovutivskii-5489/
Київ,метро Мінська,Оболонський,ЖК Бережанський,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Мінська 22 хв Оболонь 28 хв Героїв Дніпра 30 хв ,"5 хв Заклад дошкільної освіти №578 6 хв Заклад дошкільної освіти №804 ""Веселка""","8 хв Київський міський протитуберкульозний диспансер №1 9 хв Амбулаторія №4, КНП ""ЦПМСД №2"" Оболонського району","4 хв Перетяжка керма та елементів салону авто. Тюнінг автомобілів. 6 хв Торговий центр ""Бережанський"" 6 хв Супермаркет ""Сільпо"" 7 хв Магазин дверей ""Двери SuperMart"" 14 хв Магазин побутової техніки ""Алгоритм""",5 хв Парк Бережанський,"15 хв Автостанція ""Полісся"" (платформа №4)",,,https://dom.ria.com/uk/novostroyka-zhk-berezhanskyi-5491/
Київ,метро Берестейська,Солом'янський,ЖК Рідне місто,Клас економ,None,None,None,None,None,None,None,None,None,None,None,None,None,Берестейська 32 хв Нивки 34 хв Святошин 36 хв ,"10 хв Середня загальноосвітня школа №54 11 хв Початкова школа І ступеня №310 ""Творчість""","12 хв Поліклініка дитячої клінічної лікарні №4 14 хв Клініка німецької медицини ""Добрий прогноз"" 18 хв Київська міська наркологічна клінічна лікарня «Соціотерапія»","25 хв Торговий центр ""Відрадний"" 36 хв Магазин електротоварів ""ВЛТ Укрінком""","15 хв Сквер ""Героїв Севастополя"" 21 хв Парк Відрадний",33 хв станція Борщагівка 40 хв станція Київ-Волинський 57 хв Автобусна станція TORG,,,https://dom.ria.com/uk/novostroyka-zhk-ridne-misto-5519/
Київ,метро Нивки,Святошинський,ЖК San Francisco Creative House (Сан Франциско Кріейтів Хаус),Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Нивки 5 хв Берестейська 15 хв Святошин 18 хв ,"4 хв Канадський дитячий садок ""Тотоша"" 5 хв Школа Alif School 10 хв PR-агентство, Курси SEO","4 хв Клініка Медейра Нивки 11 хв Приватна Клініка ""Nodus"" 11 хв Медичний центр Данила Зубицького","4 хв Торговий центр - Відділ Продажу ТОВ ""Рвк Декор"" 4 хв Торговый центр ""SEMIN Украина"" 45 хв Інтернет магазин CarSound.kiev.ua","8 хв Дубовий гай з природною водоймою 10 хв Парк розваг ""Нивки""",5 хв ст. м. Нивки 16 хв ст. м. Святошин 21 хв ст. м. Берестейська,,,https://dom.ria.com/uk/novostroyka-zhk-san-francisco-creative-house-5619/
Київ,метро Вокзальна,Солом'янський,ЖК Ізумрудний,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Вокзальна 24 хв Олімпійська 30 хв Університет 37 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-izumrudnyi-5658/
Київ,метро Вокзальна,Шевченківський,КБ Тургенєв,Клас елітні,None,None,None,None,None,None,None,None,None,None,None,None,None,Вокзальна 16 хв Університет 19 хв Золоті ворота 25 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-kb-turgeniev-5723/
Київ,метро Голосіївська,Голосіївський,ЖК Єнісейська садиба,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Голосіївська 30 хв Деміївська 23 хв ,8 хв TEREMOK Надежный Частный Детский Сад в Киеве 16 хв Приватний дитячий садок TEREMOK-UNION,"9 хв Сіті Клініка - багатопрофільний медичний центр 12 хв Доктор Марченко 15 хв Медичний Центр ""Медейра""","15 хв Компанія Finnmaster (покрівлі та дашки) 29 хв Фірмовий магазин ""Закарпатський & Ко"" 31 хв Супермаркет ""Фуршет""",12 хв Метро станция 25 хв Табір тку 39 хв Лиса гора,21 хв Станція Київ-Деміївський 26 хв Київський центральний автовокзал,,"13 хв Приватний дитячий садок ""Веселка""",https://dom.ria.com/uk/novostroyka-zhk-yeniseiska-sadyba-5746/
Київ,метро Бориспільська,Дарницький,КК Еліт Лагуна,Клас елітні,None,None,None,None,None,None,None,None,None,None,None,None,None,Бориспільська 23 хв Вирлиця 27 хв Червоний хутір 29 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-kk-elit-laguna-5749/
Київ,метро Лук'янівська,Шевченківський,ЖК А52,Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,Лук'янівська 13 хв Контрактова площа 29 хв Університет 30 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-a52-5760/
Київ,метро Олімпійська,Голосіївський,ЖК Resident Concept House (Резидент Концепт Хаус),Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,Олімпійська 13 хв Площа Льва Толстого 17 хв Університет 18 хв ,"2 хв Школа 1FBI School 2 хв ДЮСШ ""Школа боротьби""",5 хв Медичний центр Healthy&Happy 5 хв Медичний відділ представництва МОМ в Україні 6 хв Стоматологія Олімп-С,"4 хв Салон краси ""Xarizma"" 8 хв Бізнес-центр ITT-Plaza 8 хв Торговий центр - Офіс Мегамаркет 12 хв Магазин кальянів ""Кальянчик""","8 хв Парк ""Голос літа""",14 хв вул. Терещенківська 16 хв ст. м. Площа Льва Толстого,2 хв Спеціалізована школа І-ІІІ ступенів №44 з поглибленим вивченням англійської мови,,https://dom.ria.com/uk/novostroyka-zhk-resident-concept-house-5772/
Київ,метро Нивки,Подільський,ЖК Nyvky Plaza (Нивки Плаза),Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Нивки 20 хв Сирець 24 хв Дорогожичі 30 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-nyvky-plaza-5798/
Київ,метро Вокзальна,Солом'янський,ЖК Комфорт Сіті Київ,Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,Вокзальна 12 хв Шулявська 25 хв Політехнічний інститут 29 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-komfort-siti-kyiv-5804/
Київ,метро Виставковий центр,Голосіївський,ЖК Standard One (Стандарт Ван),Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Виставковий центр 1 хв Іподром 11 хв Васильківська 19 хв ,"6 хв Kyyivsʹkyy Natsionalʹnyy Universytet Imeni Tarasa Shevchenka Fakulʹtet Radiofizyky, Elektroniky Ta Komp'yuternykh System 9 хв Yoha-Marafon","6 хв ""Кринички ""- стоматологічна клініка 8 хв ЭКО Клиника профессора Феськова А.М.","3 хв Консультант ""Oriflame"" Макіяж і курси макіяжу і візажу 4 хв Торговий центр ""ModaHunt"" 11 хв Автомобільний Центр Голосіївський (Укравто)","9 хв KACHELI - Простори сімейного відпочинку 9 хв Kacheli - простір сімейного відпочинку 12 хв Парк ресторану ""Прага""",1 хв ст. м. Выставочный центр 4 хв ул. Васильковская 7 хв По Требованию,,8 хв Заклад дошкільної освіти №439,https://dom.ria.com/uk/novostroyka-zhk-standard-one-5874/
Київ,метро Васильківська,Солом'янський,ЖК Олександрівський 2.0,Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,Васильківська 27 хв Вокзальна 33 хв Політехнічний інститут 36 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-oleksandrivskyi-20-5883/
Київ,метро Голосіївська,Голосіївський,КМ Міський Будинок 2,Клас елітні,None,None,None,None,None,None,None,None,None,None,None,None,None,Голосіївська 27 хв Васильківська 28 хв Деміївська 28 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-km-miskyi-budynok-2-5966/
Київ,метро Контрактова площа,Подільський,БЦ по вул. Глибочицька,Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,Контрактова площа 10 хв Тараса Шевченка 21 хв Поштова площа 23 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-bts-po-vul-glybochytska-5976/
Київ,"метро Палац ""Україна""",Печерський,ЖК Cardinal (Кардинал),Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,"Палац ""Україна"" 7 хв Олімпійська 15 хв Либідська 17 хв ","5 хв Школа вокала ""KievArtMusic""","5 хв Голкотерапевт доктор Кім - акупунктура, голковколювання 5 хв Клініка ""Оксфорд Медікал Центр"" 5 хв Центр Здорової життя - медичний центр","6 хв Центр цифрового друку «Карбон Сервіс» 7 хв ТРЦ Ocean Plaza 9 хв TILO Showroom (UNATION) -Шоу-рум нижньої білизни і предметів домашнього одягу 15 хв Магазин кальянів ""Кальянчик""",11 хв Парк Поліцейський скверик 11 хв Парк Заньковецької,5 хв вул. Літня 6 хв вул. Євгена Коновальця 8 хв вул. Лабораторна,3 хв Предславинська гімназія №56,,https://dom.ria.com/uk/novostroyka-zhk-cardinal-6005/
Київ,метро Олімпійська,Голосіївський,ЖК Тридцять восьма перлина (38 перлина),Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,Олімпійська 17 хв Університет 21 хв Площа Льва Толстого 23 хв ,2 хв Школа вокалу RD Voice 3 хв Авторська школа Анжели Лозян,"3 хв Laser Doctor Center-лазерне омолодження 4 хв Медичний центр ""Файномед"" 9 хв Медичний відділ представництва МОМ в Україні","5 хв Торговий центр ""AR Group Home"" 13 хв Ремонт валіз. Оболонь. Петрівка",15 хв Парк Фонтан НЕК «Укренерго» 18 хв Ботанічний сад ім. акад. О. В. Фоміна 24 хв Парк імені Тараса Шевченка,"3 хв Центр зайнятості 4 хв вул. Паньківська 9 хв готель ""Кооператор""",,14 хв Заклад дошкільної освіти №158,https://dom.ria.com/uk/novostroyka-zhk-trydtsiat-vosma-perlyna-6016/
Київ,метро Іподром,Голосіївський,ЖК Едельвейс Феофанії,Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,Іподром 36 хв Виставковий центр 42 хв Теремки 45 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-edelveis-feofanii-6063/
Київ,метро Сирець,Подільський,ЖК Ліпінка,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Сирець 34 хв Берестейська 38 хв Дорогожичі 44 хв ,4 хв Липилэнд 5 хв Грайлик Дитячий клуб 7 хв Лингвист,"4 хв Doctor U-медичний центр 7 хв Стоматологічна клініка ""Prioritet"" 7 хв Амбулаторія №1, КНП ""ЦПМСД №2"" Подільського району","17 хв ТОВ ""Siko"" - продаж рибальських снастей і аксесуарів 20 хв Студія тканин Sun Tekstil 20 хв Інтернет магазин ""Одевашка""",10 хв Парк Сирецький гай 18 хв Сквер Квітневий 18 хв Сирецький парк,4 хв ул. Сергея Данченко 7 хв ул. Полковая 8 хв пер. Полковой,,,https://dom.ria.com/uk/novostroyka-zhk-lipinka-6072/
Київ,метро Сирець,Подільський,ЖК Варшавський мікрорайон,Клас економ,None,None,None,None,None,None,None,None,None,None,None,None,None,Сирець 33 хв Дорогожичі 40 хв Берестейська 45 хв ,"7 хв Заклад дошкільної освіти №626 12 хв Дитячий садок. Школа раннього розвитку ""Імперія дитинства"" 17 хв Центр раннього розвитку ""Казкова Країна Розумна Дитина""","17 хв Медичний центр Ноу Хау Мед 19 хв Медичний центр ""ЕКОМЕД""","18 хв Супермаркет ""Континент"" 20 хв Студія тканин Sun Tekstil","11 хв Парк ""Синьозерний"" 14 хв Озеро «Блакитне» 15 хв  Майданчик для вигулу і дресирування собак",10 хв  масив Синєозерний 11 хв пр. Георгія Гонгадзе 11 хв  Синєозерний масив,,,https://dom.ria.com/uk/novostroyka-zhk-varshavskyi-mikroraion-6073/
Київ,метро Славутич,Дарницький,ЖК Seven (Севен),Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Славутич 25 хв Осокорки 27 хв Позняки 23 хв ,"9 хв New Generation - курси науки 10 хв Сімейний Клуб, Творча майстерня ""Рассвет""","8 хв Крапля Роси мережа клінік Оксфорд Медікал 9 хв Клініка Оксфорд Медікал 9 хв Медичний центр ""Моя Клініка""","6 хв LeGRAND collection 6 хв Торговий центр ""Аркадія"" 6 хв Торгівельний комплекс ""Аркадія""",13 хв Сквер 25 хв Сквер на Малоземельній 26 хв Парк Прибережний,5 хв вул. Княжий Затон 9 хв Дніпровська набережна 11 хв ст. м. Осокорки,"10 хв Міжнародна школа мистецтв ""Монтессорі Центр""",,https://dom.ria.com/uk/novostroyka-zhk-seven-6074/
Київ,метро Лівобережна,Дніпровський,ЖК Галактика (Galactika),Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Лівобережна 9 хв Дарниця 27 хв Гідропарк 15 хв ,"3 хв Nico Lapunov Studio 3 хв ITVDN, навчальний центр 3 хв Гете інститут, центр вивчення німецької мови","8 хв Дентал Сіті, стоматологічна клініка 9 хв ТОВ ""Єврокосметікс"" 12 хв МЦ Медична Допомога","3 хв Торговий центр ""Степ-Електроніка"" 3 хв Магазин кави ""MIA KAVA"" 7 хв NOVAVANNA- реставрація ванн",9 хв Сквер 16 хв Набережна Лівобережного масиву 16 хв Сквер,2 хв ГМЗ-2 6 хв вул. Євгена Сверстюка 7 хв ст. м. Лівобережна,,,https://dom.ria.com/uk/novostroyka-zhk-galaktyka-6075/
Київ,метро Дарниця,Дніпровський,ЖК Дніпровська Мрія,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Дарниця 29 хв Лісова 25 хв Лівобережна 28 хв ,"3 хв Київська морська школа ОСО України 4 хв Клуб дайвінгу ""Divers.Life"" 19 хв Дитячий садок ""Лучезарик центр"" (Luchezarikcentr)","11 хв Медична лабораторія ""Діла"" 11 хв Клініка симптоматичної та паліативної допомоги ""Пілігрим"" 13 хв Медичний центр для чоловіків ""Uro+"" 15 хв Медичний центр ""Експрес-Медікал""","2 хв Магазин будівельних матеріалів ""Контракт Пол"" 11 хв Магазин електроніки ""Eldorado"" 14 хв Магазин коліс ""АСВА""",15 хв Сквер імені Володимира Сосюри,"7 хв пл. Дарницька 24 хв станція Русанівка 36 хв Станція ""Дарниця""",,,https://dom.ria.com/uk/novostroyka-zhk-dniprovska-mriia-6077/
Київ,метро Позняки,Дарницький,ЖК Teleskop (Телескоп),Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,Позняки 28 хв Харківська 30 хв Вирлиця 27 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-teleskop-6091/
Київ,метро Вирлиця,Дарницький,ЖК Метрополія,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Вирлиця 9 хв Бориспільська 14 хв Харківська 23 хв ,"3 хв Мовні курси ""Основи"" 15 хв НДІ Інформаційної медицини ТОВ","4 хв Стоматологічна клініка ""Well Dent"" 7 хв Клініка репродуктивного здоров'я ""Аклінік"" (ФОП Сергієнко А.М.)","8 хв Сервісний центр DSU.UA 14 хв Торговий центр ""Кубик"" 15 хв Супермаркет NOVUS 22 хв  ТЦ ""Променада центр""",11 хв Сквер 13 хв Зона для прогулянок,7 хв ст. м. Вирлиця 12 хв ст. м. Бориспільська 19 хв ст. м. Харьковская,8 хв Спеціальна школа-інтернат I-II ступенів №10 Дарницького району,10 хв Дитячий садок №696,https://dom.ria.com/uk/novostroyka-zhk-metropoliia-6106/
Київ,метро Вокзальна,Солом'янський,ЖК Time (Тайм),Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,Вокзальна 22 хв Політехнічний інститут 24 хв Університет 30 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-time-6139/
Київ,метро Славутич,Дарницький,ЖК Славутич,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Славутич 10 хв Осокорки 12 хв Позняки 28 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-slavutych-6140/
Київ,метро Славутич,Дарницький,ЖК Зарічний,Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,Славутич 16 хв Осокорки 19 хв Позняки 14 хв ,"14 хв Приватна школа Олени Вєдєрнікової ""Olena Vedernikova Private School""","17 хв Медичний центр ""Сучасні біотехнології України""","1 хв Салон краси Re-Life 10 хв Сауна Осокорки 12 хв Інтернет-магазин ""Кіпресо"" 18 хв Металобаза ""АВ метал груп""",16 хв Сквер на Малоземельній 29 хв Закрита набережна для обраних,8 хв ст. м. Славутич 18 хв ст. м. Осокорки 22 хв вул. Срібнокільська,,"2 хв Приватний дитячий садок ""Обійми"" 9 хв Приватний дитячий садок ""Обійми""",https://dom.ria.com/uk/novostroyka-zhk-zarichnyi-6144/
Київ,метро Політехнічний інститут,Шевченківський,ЖК Повітрофлотський квартал,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Політехнічний інститут 12 хв Лук'янівська 19 хв Вокзальна 24 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-povitroflotskyi-kvartal-6147/
Київ,метро Либідська,Печерський,ЖК Французький квартал 2,Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,"Либідська 3 хв Палац ""Україна"" 10 хв Деміївська 13 хв ",,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-frantsuzkyi-kvartal-2-6148/
Київ,метро Вокзальна,Шевченківський,ЖК Victory V (Вікторі 5),Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,Вокзальна 17 хв Університет 25 хв Лук'янівська 28 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-victory-v-6149/
Київ,метро Васильківська,Голосіївський,ЖК Коломийський,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Васильківська 11 хв Голосіївська 20 хв Виставковий центр 22 хв ,,"5 хв Клінічна академія лазерної медицини 7 хв Центр стоматологічної імплантаціі 8 хв Медичний центр ""Мій Лікар""","3 хв Торговий центр Московський універмаг 10 хв Торговий центр ""Васильківський""",9 хв Голосiївський парк 12 хв Голосіївська Площа. Парк Рильского 14 хв Голосіївський парк імені Максима Рильського,"3 хв пер. Коломийський 6 хв Кінотеатр ""Загреб"" 8 хв Голосіївський парк","1 хв Загальноосвітній навчальний заклад ""Школа Экстернов"" 7 хв Школа І-ІІІ ступенів №186",5 хв Заклад дошкільної освіти №440,https://dom.ria.com/uk/novostroyka-zhk-kolomyiskyi-6155/
Київ,метро Вокзальна,Солом'янський,ЖК по вул. Освіти,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Вокзальна 22 хв Університет 28 хв Політехнічний інститут 31 хв ,8 хв Центр раннього розвитку Шпаківня - центр розвитку дитини,"9 хв ICSI CLINIC клініка планування сім'ї 9 хв Мамологічний центр, лікар мамолог 9 хв ""Медбуд"", медичний центр","15 хв Продуктовий магазин ""ЛотОК"" 17 хв Інтернет магазин оливковкової олії ""Extra Virgin Olive Oil"" 20 хв Торговий центр ""Лимон""",14 хв Парк ім. Н. А. Островського 14 хв Меморіал героїв Великої Вітчизняної війни та братські могили 17 хв Севастопольський парк,7 хв вул. Максима Кривоноса 8 хв вул. Білгородська 8 хв вул. Вузівська,,1 хв Дитячий садок №55,https://dom.ria.com/uk/novostroyka-zhk-po-vul-osvity-6215/
Київ,Оболонський,"вул. Богатирська, 32",ЖК Італійський квартал,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Героїв Дніпра 51 хв ,,13 хв Український медичний центр реабілітації дітей з органічним ураженням нервової системи МОЗ України 13 хв Київська Міська дитяча клінічна лікарня №1,"54 хв Меблі для дому та офісу 57 хв ТРЦ ""Оазис""",43 хв Спортивно-оздоровчий майданчик,"17 хв Лікарня 28 хв вул. Садова,15 30 хв вул. Садова,11",,34 хв Приватний дитячий центр « Villa Smarty`s» 34 хв Дитячий садок «САнДІК Сади»,https://dom.ria.com/uk/novostroyka-zhk-italiiskyi-kvartal-6235/
Київ,метро Сирець,Подільський,ЖК Варшавський Плюс,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Сирець 22 хв Дорогожичі 34 хв Берестейська 36 хв ,"6 хв Заклад дошкільної освіти №142 ""Сонячний"" 7 хв Дитячий садок. Школа раннього розвитку ""Імперія дитинства"" 12 хв Центр раннього розвитку ""Казкова Країна Розумна Дитина""","8 хв Медичний центр ""ЕКОМЕД"" 14 хв Хірургічний центр ""Viva""","9 хв Торговий центр ""Retroville"" 20 хв Інтернет магазин ""Одевашка""",4 хв Озеро «Блакитне» 11 хв Парк Фонтан,"24 хв вул. Івана Кавалерідзе 71 хв Автостанція ""Полісся"" (платформа №4)",,,https://dom.ria.com/uk/novostroyka-zhk-varshavskyi-plius-6261/
Київ,метро Лісова,Деснянський,КБ Greenwood (Грінвуд),Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Лісова 13 хв Чернігівська 20 хв Дарниця 23 хв ,12 хв Спеціалізована школа №23 (з поглибленим вивченням англійської мови) 13 хв Дошкільний навчальний заклад (ясла-садок) №175,"13 хв Амбулаторія №6, КНП ""ЦПМСД №3"" Деснянського району 16 хв Медичний центр ""Лаян Віннер"" 51 хв Київська міська клінічна лікарня №11","13 хв Торговий центр""Маяк"" 14 хв Магазин товарів для вагітних - Подушки ТМ ""Берегиня сну"" 33 хв Магазин ""Фермер""","32 хв Лісове озеро 37 хв Національний історико-меморіальний заповідник ""Биківнянські могили""",14 хв ст. м. Лісова 15 хв пр. Броварський (ст. м. Лісова) 46 хв За вимогою,11 хв Спеціалізована школа №23 з поглибленим вивченням англійської мови,,https://dom.ria.com/uk/novostroyka-kb-greenwood-6363/
Київ,метро Славутич,Дарницький,ЖК Урлівський-1,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Славутич 23 хв Осокорки 25 хв Позняки 33 хв ,"8 хв Дитячий клуб ""Розумійко"" 8 хв Початкова школа First School","7 хв Клініка Доброго Доктора 7 хв Медична клініка ""Велес"" 10 хв Likarni.com : Вывод из запоя: наркологические клиники, цены на услуги","2 хв Torhovo-Ofisnyy Tsentr ""Prychalʹnyy"" 10 хв Інтернет-магазин ДІАЛАЙН: автомастила, автокосметика, автохімія 15 хв Магазин штор ""Nuance""","8 хв Майданчик для дресирування собак 11 хв Парк ""River mall""",17 хв вул. Срібнокільська 26 хв ст. м. Осокорки,,1 хв Дитячий садочок Kidmix,https://dom.ria.com/uk/novostroyka-zhk-urlivskyi-1-6364/
Київ,метро Лук'янівська,Шевченківський,ЖК Старт,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Лук'янівська 12 хв Політехнічний інститут 19 хв Вокзальна 29 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-start-6455/
Київ,метро Лісова,Деснянський,ЖК по вул. Градинська,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Лісова 39 хв Дарниця 45 хв ,,,,,,,,https://dom.ria.com/uk/novostroyka-zhk-po-vul-gradynska-6525/
Київ,метро Лівобережна,Дніпровський,ЖК Райдужний,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Лівобережна 22 хв Дарниця 30 хв ,,"1 хв Центр терапії залежностей ""Фенікс"" 10 хв Амбулаторія №5, КНП ""ЦПМСД №1"" Дніпровського району 18 хв Клініка «Персомед»","2 хв Магазин спортивних товарів ProRoliki.сom.ua 10 хв ТЦ ""Радужний"" 11 хв А-СТИЛЬ студія манікюру",10 хв Сквер 15 хв Парк з водними об'єктами вздовж проспекту Ватутіна 18 хв Парк імені Генерала Ватутіна,2 хв вул. Миколи Кибальчича 5 хв  ж / м Райдужний,"16 хв Cпеціалізована школа II-III ступеня №325 ""Щастя""",8 хв Заклад дошкільної освіти №801 13 хв Заклад дошкільної освіти №282,https://dom.ria.com/uk/novostroyka-zhk-raiduzhnyi-6562/
Київ,Деснянський,"вул. Милославська, 20",ЖК Praga-2 (Прага 2),Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Мінська 49 хв ,"5 хв Клуб для дітей та батьків - ""Чудо народження"" 5 хв Спорт клуб «Клуб кіокушин карате на Троєщині»","5 хв Лікарня""Santana mariya"" 11 хв Центр лікування педикульозу StopVosh 19 хв Стоматологія","5 хв Ювелірна майстерня 11 хв ТЦ ""Милославський"" 12 хв ТЦ ""Корал"" 12 хв Формувальна обрізка дерев - Платон Строй","3 хв Сквер по вул. Лісківська 7 хв Алея ""Добробатів""",1 хв Мікрорайон №24 3 хв вул. Лісківська (Мікрорайон №24) 7 хв вул. Милославська,,"3 хв Приватний дитячий  садочок ""Тотоша. Дім дружби""",https://dom.ria.com/uk/novostroyka-zhk-praga-2-6576/
Київ,метро Васильківська,Голосіївський,ЖК Амурський (Lemonade),Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Васильківська 13 хв Виставковий центр 15 хв Іподром 26 хв ,"1 хв Vekua School - розвиваючий простір 19 хв Сад можливостей ""ЩастяKids"" - приватний дитячий садочок","18 хв Медичний центр ""Омега-Київ""","4 хв Магазин косметики ""Divalen Market"" 8 хв Магазин ""Global Bio-marketing Group"" Лабораторне обладнання. Сервісне обслуговування медтехніки 18 хв 41razmer Жіноче Взуття Великих Розмірів 18 хв Постачальник продуктів харчування ""Спайс Ленд""","22 хв Kacheli - простір сімейного відпочинку 25 хв Парк ресторану ""Прага"" 25 хв парк ім. Валентини Никонової",2 хв Гуртожиток №4 19 хв Академія СБУ 20 хв Житловий масив,,,https://dom.ria.com/uk/novostroyka-zhk-amurskyi-6578/
Київ,Оболонський,"вул. Квітки Цисик, 34,36",Апарт-комплекс в Пущі Водиці,Клас бізнес,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,"8 хв Центр МІКСТ 8 хв Київський психоневрологічний інтернат 10 хв Амбулаторія №3, КНП ЦПМСД №2","20 хв Друк і Ксерокопія 22 хв Будинок оптики в ТРЦ LAVINA MALL 32 хв ТЦ ""ВАРШАВКА""",9 хв Сквер 10 хв Пуща Водиця 16 хв Відпочинок в альтанках,4 хв вул. Квітки Цісик 5 хв вул. Юнкерова 5 хв 7-я Лінія,4 хв Школа І-ІІІ ступенів №104 імені О.Ольжича 5 хв Міжнародна французька школа,,https://dom.ria.com/uk/novostroyka-apart-kompleks-v-pushchi-vodytsi-6599/
Київ,метро Шулявська,Солом'янський,ЖК Будинок на Волошина,Клас комфорт,None,None,None,None,None,None,None,None,None,None,None,None,None,Шулявська 27 хв Політехнічний інститут 32 хв Берестейська 36 хв ,"5 хв Empire English School - курси англійської мови 6 хв Дитячий центр ""Азбука Щастя""","6 хв Медичний центр ""Родина І Медицина"" 6 хв Офтальмолог","6 хв ФотоАрт, студія 13 хв Міжнародний магазин Zeel 15 хв ТОВ ""Промметалсервісгруп"" -Оптова торгівля металами","17 хв Сквер ім. композитора Шамо 21 хв Парк ""Вали""",5 хв вул. Гарматна 6 хв вул. Августина Волошина 7 хв вул. Михайла Донця,,7 хв Міні дитячий сад Кіт Муркіт,https://dom.ria.com/uk/novostroyka-zhk-budynok-na-voloshyna-6642/
